10000
1 0 string1
2 0 string2
3 0 string3
4 0 string4
5 0 string5
6 0 string6
7 0 string7
8 0 string8
9 0 string9
10 0 string10
11 0 string11
12 0 string12
13 0 string13
14 0 string14
15 0 string15
16 0 string16
17 0 string17
18 0 string18
19 0 string19
20 0 string20
21 0 string21
22 0 string22
23 0 string23
24 0 string24
25 0 string25
26 0 string26
27 0 string27
28 0 string28
29 0 string29
30 0 string30
31 0 string31
32 0 string32
33 0 string33
34 0 string34
35 0 string35
36 0 string36
37 0 string37
38 0 string38
39 0 string39
40 0 string40
41 0 string41
42 0 string42
43 0 string43
44 0 string44
45 0 string45
46 0 string46
47 0 string47
48 0 string48
49 0 string49
50 0 string50
51 0 string51
52 0 string52
53 0 string53
54 0 string54
55 0 string55
56 0 string56
57 0 string57
58 0 string58
59 0 string59
60 0 string60
61 0 string61
62 0 string62
63 0 string63
64 0 string64
65 0 string65
66 0 string66
67 0 string67
68 0 string68
69 0 string69
70 0 string70
71 0 string71
72 0 string72
73 0 string73
74 0 string74
75 0 string75
76 0 string76
77 0 string77
78 0 string78
79 0 string79
80 0 string80
81 0 string81
82 0 string82
83 0 string83
84 0 string84
85 0 string85
86 0 string86
87 0 string87
88 0 string88
89 0 string89
90 0 string90
91 0 string91
92 0 string92
93 0 string93
94 0 string94
95 0 string95
96 0 string96
97 0 string97
98 0 string98
99 0 string99
100 0 string100
101 0 string101
102 0 string102
103 0 string103
104 0 string104
105 0 string105
106 0 string106
107 0 string107
108 0 string108
109 0 string109
110 0 string110
111 0 string111
112 0 string112
113 0 string113
114 0 string114
115 0 string115
116 0 string116
117 0 string117
118 0 string118
119 0 string119
120 0 string120
121 0 string121
122 0 string122
123 0 string123
124 0 string124
125 0 string125
126 0 string126
127 0 string127
128 0 string128
129 0 string129
130 0 string130
131 0 string131
132 0 string132
133 0 string133
134 0 string134
135 0 string135
136 0 string136
137 0 string137
138 0 string138
139 0 string139
140 0 string140
141 0 string141
142 0 string142
143 0 string143
144 0 string144
145 0 string145
146 0 string146
147 0 string147
148 0 string148
149 0 string149
150 0 string150
151 0 string151
152 0 string152
153 0 string153
154 0 string154
155 0 string155
156 0 string156
157 0 string157
158 0 string158
159 0 string159
160 0 string160
161 0 string161
162 0 string162
163 0 string163
164 0 string164
165 0 string165
166 0 string166
167 0 string167
168 0 string168
169 0 string169
170 0 string170
171 0 string171
172 0 string172
173 0 string173
174 0 string174
175 0 string175
176 0 string176
177 0 string177
178 0 string178
179 0 string179
180 0 string180
181 0 string181
182 0 string182
183 0 string183
184 0 string184
185 0 string185
186 0 string186
187 0 string187
188 0 string188
189 0 string189
190 0 string190
191 0 string191
192 0 string192
193 0 string193
194 0 string194
195 0 string195
196 0 string196
197 0 string197
198 0 string198
199 0 string199
200 0 string200
201 0 string201
202 0 string202
203 0 string203
204 0 string204
205 0 string205
206 0 string206
207 0 string207
208 0 string208
209 0 string209
210 0 string210
211 0 string211
212 0 string212
213 0 string213
214 0 string214
215 0 string215
216 0 string216
217 0 string217
218 0 string218
219 0 string219
220 0 string220
221 0 string221
222 0 string222
223 0 string223
224 0 string224
225 0 string225
226 0 string226
227 0 string227
228 0 string228
229 0 string229
230 0 string230
231 0 string231
232 0 string232
233 0 string233
234 0 string234
235 0 string235
236 0 string236
237 0 string237
238 0 string238
239 0 string239
240 0 string240
241 0 string241
242 0 string242
243 0 string243
244 0 string244
245 0 string245
246 0 string246
247 0 string247
248 0 string248
249 0 string249
250 0 string250
251 0 string251
252 0 string252
253 0 string253
254 0 string254
255 0 string255
256 0 string256
257 0 string257
258 0 string258
259 0 string259
260 0 string260
261 0 string261
262 0 string262
263 0 string263
264 0 string264
265 0 string265
266 0 string266
267 0 string267
268 0 string268
269 0 string269
270 0 string270
271 0 string271
272 0 string272
273 0 string273
274 0 string274
275 0 string275
276 0 string276
277 0 string277
278 0 string278
279 0 string279
280 0 string280
281 0 string281
282 0 string282
283 0 string283
284 0 string284
285 0 string285
286 0 string286
287 0 string287
288 0 string288
289 0 string289
290 0 string290
291 0 string291
292 0 string292
293 0 string293
294 0 string294
295 0 string295
296 0 string296
297 0 string297
298 0 string298
299 0 string299
300 0 string300
301 0 string301
302 0 string302
303 0 string303
304 0 string304
305 0 string305
306 0 string306
307 0 string307
308 0 string308
309 0 string309
310 0 string310
311 0 string311
312 0 string312
313 0 string313
314 0 string314
315 0 string315
316 0 string316
317 0 string317
318 0 string318
319 0 string319
320 0 string320
321 0 string321
322 0 string322
323 0 string323
324 0 string324
325 0 string325
326 0 string326
327 0 string327
328 0 string328
329 0 string329
330 0 string330
331 0 string331
332 0 string332
333 0 string333
334 0 string334
335 0 string335
336 0 string336
337 0 string337
338 0 string338
339 0 string339
340 0 string340
341 0 string341
342 0 string342
343 0 string343
344 0 string344
345 0 string345
346 0 string346
347 0 string347
348 0 string348
349 0 string349
350 0 string350
351 0 string351
352 0 string352
