10000
1 1 string1
2 0 string2
3 1 string3
4 0 string4
5 1 string5
6 0 string6
7 1 string7
8 0 string8
9 1 string9
10 0 string10
11 1 string11
12 0 string12
13 1 string13
14 0 string14
15 1 string15
16 0 string16
17 1 string17
18 0 string18
19 1 string19
20 0 string20
21 1 string21
22 0 string22
23 1 string23
24 0 string24
25 1 string25
26 0 string26
27 1 string27
28 0 string28
29 1 string29
30 0 string30
31 1 string31
32 0 string32
33 1 string33
34 0 string34
35 1 string35
36 0 string36
37 1 string37
38 0 string38
39 1 string39
40 0 string40
41 1 string41
42 0 string42
43 1 string43
44 0 string44
45 1 string45
46 0 string46
47 1 string47
48 0 string48
49 1 string49
50 0 string50
51 1 string51
52 0 string52
53 1 string53
54 0 string54
55 1 string55
56 0 string56
57 1 string57
58 0 string58
59 1 string59
60 0 string60
61 1 string61
62 0 string62
63 1 string63
64 0 string64
65 1 string65
66 0 string66
67 1 string67
68 0 string68
69 1 string69
70 0 string70
71 1 string71
72 0 string72
73 1 string73
74 0 string74
75 1 string75
76 0 string76
77 1 string77
78 0 string78
79 1 string79
80 0 string80
81 1 string81
82 0 string82
83 1 string83
84 0 string84
85 1 string85
86 0 string86
87 1 string87
88 0 string88
89 1 string89
90 0 string90
91 1 string91
92 0 string92
93 1 string93
94 0 string94
95 1 string95
96 0 string96
97 1 string97
98 0 string98
99 1 string99
100 0 string100
101 1 string101
102 0 string102
103 1 string103
104 0 string104
105 1 string105
106 0 string106
107 1 string107
108 0 string108
109 1 string109
110 0 string110
111 1 string111
112 0 string112
113 1 string113
114 0 string114
115 1 string115
116 0 string116
117 1 string117
118 0 string118
119 1 string119
120 0 string120
121 1 string121
122 0 string122
123 1 string123
124 0 string124
125 1 string125
126 0 string126
127 1 string127
128 0 string128
129 1 string129
130 0 string130
131 1 string131
132 0 string132
133 1 string133
134 0 string134
135 1 string135
136 0 string136
137 1 string137
138 0 string138
139 1 string139
140 0 string140
141 1 string141
142 0 string142
143 1 string143
144 0 string144
145 1 string145
146 0 string146
147 1 string147
148 0 string148
149 1 string149
150 0 string150
151 1 string151
152 0 string152
153 1 string153
154 0 string154
155 1 string155
156 0 string156
157 1 string157
158 0 string158
159 1 string159
160 0 string160
161 1 string161
162 0 string162
163 1 string163
164 0 string164
165 1 string165
166 0 string166
167 1 string167
168 0 string168
169 1 string169
170 0 string170
171 1 string171
172 0 string172
173 1 string173
174 0 string174
175 1 string175
176 0 string176
177 1 string177
178 0 string178
179 1 string179
180 0 string180
181 1 string181
182 0 string182
183 1 string183
184 0 string184
185 1 string185
186 0 string186
187 1 string187
188 0 string188
189 1 string189
190 0 string190
191 1 string191
192 0 string192
193 1 string193
194 0 string194
195 1 string195
196 0 string196
197 1 string197
198 0 string198
199 1 string199
200 0 string200
201 1 string201
202 0 string202
203 1 string203
204 0 string204
205 1 string205
206 0 string206
207 1 string207
208 0 string208
209 1 string209
210 0 string210
211 1 string211
212 0 string212
213 1 string213
214 0 string214
215 1 string215
216 0 string216
217 1 string217
218 0 string218
219 1 string219
220 0 string220
221 1 string221
222 0 string222
223 1 string223
224 0 string224
225 1 string225
226 0 string226
227 1 string227
228 0 string228
229 1 string229
230 0 string230
231 1 string231
232 0 string232
233 1 string233
234 0 string234
235 1 string235
236 0 string236
237 1 string237
238 0 string238
239 1 string239
240 0 string240
241 1 string241
242 0 string242
243 1 string243
244 0 string244
245 1 string245
246 0 string246
247 1 string247
248 0 string248
249 1 string249
250 0 string250
251 1 string251
252 0 string252
253 1 string253
254 0 string254
255 1 string255
256 0 string256
257 1 string257
258 0 string258
259 1 string259
260 0 string260
261 1 string261
262 0 string262
263 1 string263
264 0 string264
265 1 string265
266 0 string266
267 1 string267
268 0 string268
269 1 string269
270 0 string270
271 1 string271
272 0 string272
273 1 string273
274 0 string274
275 1 string275
276 0 string276
277 1 string277
278 0 string278
279 1 string279
280 0 string280
281 1 string281
282 0 string282
283 1 string283
284 0 string284
285 1 string285
286 0 string286
287 1 string287
288 0 string288
289 1 string289
290 0 string290
291 1 string291
292 0 string292
293 1 string293
294 0 string294
295 1 string295
296 0 string296
297 1 string297
298 0 string298
299 1 string299
300 0 string300
301 1 string301
302 0 string302
303 1 string303
304 0 string304
305 1 string305
306 0 string306
307 1 string307
308 0 string308
309 1 string309
310 0 string310
311 1 string311
312 0 string312
313 1 string313
314 0 string314
315 1 string315
316 0 string316
317 1 string317
318 0 string318
319 1 string319
320 0 string320
321 1 string321
322 0 string322
323 1 string323
324 0 string324
325 1 string325
326 0 string326
327 1 string327
328 0 string328
329 1 string329
330 0 string330
331 1 string331
332 0 string332
333 1 string333
334 0 string334
335 1 string335
336 0 string336
337 1 string337
338 0 string338
339 1 string339
340 0 string340
341 1 string341
342 0 string342
343 1 string343
344 0 string344
345 1 string345
346 0 string346
347 1 string347
348 0 string348
349 1 string349
350 0 string350
351 1 string351
352 0 string352
353 1 string353
354 0 string354
355 1 string355
356 0 string356
357 1 string357
358 0 string358
359 1 string359
360 0 string360
361 1 string361
362 0 string362
363 1 string363
364 0 string364
365 1 string365
366 0 string366
367 1 string367
368 0 string368
369 1 string369
370 0 string370
371 1 string371
372 0 string372
373 1 string373
374 0 string374
375 1 string375
376 0 string376
377 1 string377
378 0 string378
379 1 string379
380 0 string380
381 1 string381
382 0 string382
383 1 string383
384 0 string384
385 1 string385
386 0 string386
387 1 string387
388 0 string388
389 1 string389
390 0 string390
391 1 string391
392 0 string392
393 1 string393
394 0 string394
395 1 string395
396 0 string396
397 1 string397
398 0 string398
399 1 string399
400 0 string400
401 1 string401
402 0 string402
403 1 string403
404 0 string404
405 1 string405
406 0 string406
407 1 string407
408 0 string408
409 1 string409
410 0 string410
411 1 string411
412 0 string412
